ID	adj.P.Val	P.Value	logFC	GB_ACC
Cit.2846.1.S1_at	0.0001697	2.01e-06	1.6186429	BQ624049
Cit.30607.1.S1_s_at	0.0001699	2.01e-06	-2.2121439	CK936741
Cit.38374.1.S1_at	0.0001712	2.04e-06	-2.7826436	CF507855
Cit.6837.1.S1_at	0.0001712	2.06e-06	-2.4171753	CB305071
Cit.22311.1.S1_s_at	0.0001712	2.06e-06	1.5759824	CX671223
Cit.9074.1.S1_s_at	0.0001712	2.08e-06	-1.4027962	CF828127
Cit.19984.1.S1_s_at	0.0001712	2.08e-06	2.3840667	CK939784
Cit.18765.1.S1_at	0.0001712	2.08e-06	-2.2723446	CX300885
Cit.12954.1.S1_at	0.0001712	2.08e-06	2.8233901	CX044184
Cit.14522.1.S1_at	0.0001712	2.08e-06	1.2432739	CX043829
Cit.996.1.S1_s_at	0.0001712	2.08e-06	1.3922053	CF507786
Cit.19313.1.S1_at	0.0001712	2.09e-06	-2.8268769	CX308038
Cit.5267.1.S1_at	0.0001712	2.09e-06	-1.4447946	CN186715
Cit.30692.1.S1_s_at	0.0001714	2.10e-06	1.5042086	CK939426
Cit.7782.1.S1_at	0.0001722	2.12e-06	2.9524066	CX675485
Cit.34184.1.S1_s_at	0.0001722	2.12e-06	1.5192038	CX305043
Cit.26396.1.S1_s_at	0.000173	2.14e-06	2.0933063	CN185603
Cit.32828.1.S1_at	0.0001737	2.17e-06	1.9337433	CX294977
Cit.1766.1.S1_s_at	0.0001737	2.17e-06	1.3840896	CK936660
Cit.8142.1.S1_at	0.0001737	2.17e-06	3.3282553	CF833572
Cit.13732.1.S1_s_at	0.0001737	2.18e-06	-1.9703613	CB293314
Cit.13496.1.S1_s_at	0.0001737	2.19e-06	-2.1243054	CN192472
Cit.30990.1.S1_at	0.0001737	2.20e-06	-3.1722882	CK937430
Cit.6544.1.S1_at	0.0001737	2.20e-06	-1.8892382	CV886565
Cit.16277.1.S1_at	0.0001737	2.20e-06	-1.8261342	CV713760
Cit.13397.1.S1_s_at	0.0001737	2.20e-06	2.2466496	DT214583
Cit.9751.1.S1_s_at	0.0001737	2.20e-06	1.8634311	DN621089
Cit.35137.1.S1_at	0.0001738	2.21e-06	-1.5045947	CK933429
Cit.10244.1.S1_s_at	0.0001738	2.22e-06	-1.7627653	CX664036
Cit.5370.1.S1_s_at	0.0001738	2.22e-06	2.2301357	CX642883
Cit.6413.1.S1_at	0.0001741	2.23e-06	2.0757789	CV713105
Cit.30391.1.S1_at	0.0001741	2.24e-06	1.5420394	CX308053
Cit.26287.1.S1_at	0.0001741	2.25e-06	1.7095258	CN185122
Cit.29376.1.S1_s_at	0.0001741	2.25e-06	-1.658054	DN957622
Cit.13480.1.S1_at	0.0001754	2.28e-06	2.4326986	CK939210
Cit.5759.1.S1_s_at	0.0001754	2.28e-06	1.6766769	CX668116
Cit.3005.1.S1_at	0.0001754	2.28e-06	-1.3373404	CX045825
Cit.1713.1.S1_s_at	0.0001754	2.29e-06	1.8054849	CN188951
Cit.5624.1.S1_at	0.0001754	2.29e-06	-1.4387978	CF830679
Cit.19716.1.S1_x_at	0.0001762	2.31e-06	-1.9489728	CK938066
Cit.3593.1.S1_s_at	0.0001762	2.32e-06	1.2375258	CF830424
Cit.13733.1.S1_at	0.0001762	2.32e-06	-1.9922912	CB293202
Cit.22602.1.S1_at	0.0001765	2.34e-06	1.2753815	CF835779
Cit.10075.1.S1_at	0.0001765	2.34e-06	2.9467264	CN181645
Cit.10471.1.S1_s_at	0.0001765	2.34e-06	-1.6829947	CV715041
Cit.36070.1.S1_at	0.0001767	2.35e-06	2.0775322	CF835561
Cit.17260.1.S1_at	0.0001767	2.36e-06	-2.3624617	CB417424
Cit.104.1.S1_x_at	0.0001767	2.36e-06	2.5066073	DR403255
Cit.14813.1.S1_s_at	0.0001777	2.38e-06	-2.0508533	CF417783
Cit.30306.1.S1_s_at	0.000178	2.39e-06	2.4496151	C24280
Cit.7047.1.S1_at	0.0001789	2.41e-06	1.7742312	CN185649
Cit.26141.1.S1_s_at	0.0001789	2.42e-06	-1.6838226	CF837714
Cit.17527.1.S1_at	0.0001803	2.44e-06	-1.4448595	CX304900
Cit.19556.1.S1_s_at	0.0001803	2.45e-06	1.3720794	CK936026
Cit.39386.1.S1_s_at	0.0001803	2.46e-06	-2.2654461	CV720006
Cit.31208.1.S1_at	0.0001803	2.46e-06	1.5227659	CK935836
Cit.32726.1.S1_s_at	0.0001805	2.47e-06	1.7797995	CX293833
Cit.10886.1.S1_s_at	0.0001805	2.47e-06	-1.4529587	CX048331
Cit.2001.1.S1_at	0.0001808	2.48e-06	1.3042456	CV884879
Cit.25125.1.S1_at	0.0001813	2.50e-06	-1.2452003	CX307176
Cit.40479.1.S1_at	0.0001813	2.51e-06	-2.16134	DR403982
Cit.31387.1.S1_at	0.0001813	2.51e-06	1.5204408	CX297218
Cit.10687.1.S1_s_at	0.0001818	2.52e-06	1.8201754	CX545018
Cit.29872.1.S1_at	0.0001824	2.54e-06	-1.4818808	CX666534
Cit.18631.1.S1_at	0.0001824	2.54e-06	1.8715614	CX298169
Cit.3799.1.S1_s_at	0.0001826	2.55e-06	1.2742811	CX669070
Cit.9037.1.S1_at	0.000184	2.58e-06	-1.828759	CX296999
Cit.31117.1.S1_at	0.000184	2.58e-06	-1.4077636	CX296261
Cit.377.1.S1_x_at	0.0001851	2.61e-06	-1.8012922	CX043304
Cit.5891.1.S1_at	0.0001851	2.62e-06	1.4350141	CK939541
Cit.33093.1.S1_at	0.0001851	2.62e-06	2.3067402	CX297257
Cit.8514.1.S1_x_at	0.0001851	2.62e-06	1.3439391	CF835282
Cit.30355.1.S1_at	0.0001854	2.63e-06	-3.7538513	CB290348
Cit.11731.1.S1_s_at	0.0001856	2.65e-06	-1.7033448	CX045485
Cit.21139.1.S1_s_at	0.0001856	2.65e-06	1.8986838	DN799219
Cit.12469.1.S1_at	0.0001866	2.67e-06	1.2619034	CB293363
Cit.39509.1.S1_s_at	0.0001868	2.68e-06	1.2509588	DN795213
Cit.36677.1.S1_at	0.0001876	2.70e-06	1.675724	DN619429
Cit.23529.1.S1_at	0.0001884	2.71e-06	6.933106	DN619225
Cit.12097.1.S1_s_at	0.0001885	2.72e-06	1.3103759	CK934114
Cit.15754.1.S1_at	0.0001897	2.74e-06	-1.3723638	CN184266
Cit.8949.1.S1_s_at	0.0001906	2.76e-06	-1.7786451	CD574628
Cit.10425.1.S1_s_at	0.0001906	2.78e-06	2.0323748	CD574397
Cit.16843.1.S1_at	0.0001906	2.79e-06	2.355541	CX546361
Cit.7954.1.S1_at	0.0001906	2.80e-06	-1.5835541	CX638433
Cit.2532.1.S1_at	0.0001906	2.80e-06	-1.5937559	CX289720
Cit.11064.1.S1_at	0.0001906	2.81e-06	3.8569191	CN183164
Cit.814.1.S1_s_at	0.0001906	2.81e-06	1.7342066	CX672018
Cit.19776.1.S1_at	0.0001906	2.82e-06	-1.4409634	CK937178
Cit.5367.1.S1_at	0.0001906	2.83e-06	-4.9540537	DN622378
Cit.21911.1.S1_x_at	0.0001906	2.83e-06	-1.7704225	CB305144
Cit.40377.1.S1_s_at	0.0001906	2.83e-06	1.5346519	CX664243
Cit.8902.1.S1_at	0.0001906	2.84e-06	1.5176882	CF509114
Cit.17098.1.S1_s_at	0.0001906	2.84e-06	-1.3557767	CK938173
Cit.843.1.S1_at	0.0001906	2.85e-06	-2.8557293	CX665146
Cit.30596.1.S1_at	0.0001907	2.85e-06	1.3794966	CX304490
Cit.30950.1.S1_s_at	0.0001908	2.86e-06	4.1824809	CN182056
Cit.5518.1.S1_at	0.0001918	2.88e-06	1.4514691	CX296998
Cit.19199.1.S1_s_at	0.0001935	2.92e-06	1.6202848	CX303058
Cit.13397.1.S1_at	0.0001935	2.92e-06	1.7153165	DT214583
Cit.33610.1.S1_at	0.0001935	2.93e-06	-2.6715906	CX301461
Cit.36935.1.S1_s_at	0.0001938	2.95e-06	-1.5692116	CD576001
Cit.6780.1.S1_at	0.0001938	2.95e-06	-2.3151041	CX052326
Cit.31191.1.S1_at	0.0001938	2.96e-06	1.6104331	CN191574
Cit.5725.1.S1_at	0.0001938	2.96e-06	-1.4043447	CN187426
Cit.13692.1.S1_at	0.0001938	2.96e-06	2.564737	CF417485
Cit.4589.1.S1_at	0.0001938	2.97e-06	3.6261772	CX049628
Cit.21420.1.S1_at	0.0001941	2.98e-06	4.3944918	
Cit.15137.1.S1_at	0.0001947	3.00e-06	-1.6699051	CD575523
Cit.30223.1.S1_at	0.000195	3.01e-06	1.2421047	CX289698
Cit.13957.1.S1_at	0.000195	3.02e-06	1.3384529	CN187762
Cit.22572.1.S1_s_at	0.000195	3.02e-06	4.4575481	CF834443
Cit.608.1.S1_x_at	0.000195	3.03e-06	2.1177452	CX640346
Cit.9590.1.S1_at	0.0001951	3.04e-06	-1.6361981	CX643181
Cit.26686.1.S1_at	0.0001951	3.05e-06	-1.2573963	CX045238
Cit.13449.1.S1_at	0.0001951	3.05e-06	1.8734162	CD576242
Cit.18086.1.S1_s_at	0.0001954	3.06e-06	-1.5986863	CN187333
Cit.16227.1.S1_at	0.0001959	3.08e-06	1.7735032	CX048700
Cit.7937.1.S1_at	0.0001959	3.09e-06	-1.4775749	DN622468
Cit.38686.1.S1_at	0.0001959	3.09e-06	3.7501489	CK665742
Cit.13706.1.S1_s_at	0.0001963	3.10e-06	1.2271434	CX642948
Cit.29361.1.S1_s_at	0.0001963	3.11e-06	-1.7975826	DR403643
Cit.4211.1.S1_at	0.0001972	3.13e-06	1.4290643	CV708988
Cit.12361.1.S1_s_at	0.0001972	3.13e-06	-1.6629816	CX642298
Cit.29700.1.S1_s_at	0.0002004	3.19e-06	1.4319193	CB292541
Cit.1861.1.S1_s_at	0.0002004	3.20e-06	1.4635328	DN618949
Cit.12222.1.S1_s_at	0.0002004	3.20e-06	-2.1287136	CF828819
Cit.5511.1.S1_s_at	0.0002009	3.22e-06	-2.5598971	DN623115
Cit.14006.1.S1_at	0.0002009	3.22e-06	1.4035868	CX074266
Cit.28292.1.S1_s_at	0.0002013	3.24e-06	1.1558955	DN620225
Cit.31197.1.S1_at	0.0002013	3.25e-06	1.2385062	BQ622941
Cit.12919.1.S1_at	0.0002013	3.26e-06	1.7042511	CV718930
Cit.3768.1.S1_s_at	0.0002013	3.26e-06	-1.3671617	BQ624276
Cit.13250.1.S1_at	0.0002013	3.26e-06	-1.7151296	DN625183
Cit.14611.1.S1_at	0.0002035	3.31e-06	-2.3314783	CF838069
Cit.19674.1.S1_s_at	0.0002035	3.31e-06	-2.8375143	CK938321
Cit.28768.1.S1_s_at	0.0002035	3.32e-06	-2.1226092	CD575348
Cit.23912.1.S1_s_at	0.0002035	3.33e-06	1.5119321	CV708721
Cit.10009.1.S1_s_at	0.0002041	3.34e-06	1.7681072	CK934559
Cit.5429.1.S1_at	0.0002042	3.35e-06	-1.2358021	CN189558
Cit.30370.1.S1_at	0.0002049	3.37e-06	1.2806457	CF508766
Cit.12474.1.S1_s_at	0.0002053	3.38e-06	1.3240372	CB290426
Cit.15345.1.S1_at	0.0002058	3.40e-06	1.236002	CV717770
Cit.36875.1.S1_at	0.0002059	3.41e-06	1.6751043	CV711953
Cit.35458.1.S1_at	0.0002067	3.43e-06	-1.4232309	CK937007
Cit.1960.1.S1_s_at	0.0002072	3.45e-06	1.3450087	CX045115
Cit.6998.1.S1_at	0.0002072	3.45e-06	1.6950164	CX043364
Cit.6827.1.S1_x_at	0.0002096	3.50e-06	-4.6395057	CX044592
Cit.26217.1.S1_at	0.0002096	3.50e-06	-1.9386211	CN183354
Cit.28010.1.S1_at	0.0002099	3.51e-06	1.1591756	CX671846
Cit.25238.1.S1_at	0.0002104	3.53e-06	1.3691797	DN623312
Cit.17104.1.S1_at	0.0002104	3.54e-06	1.7544002	CV709277
Cit.9029.1.S1_x_at	0.0002104	3.54e-06	2.2293374	CB290928
Cit.30402.1.S1_at	0.0002105	3.56e-06	2.3422759	CK939533
Cit.7080.1.S1_at	0.0002105	3.57e-06	2.3712186	CN187357
Cit.24058.1.S1_s_at	0.0002105	3.57e-06	2.3343674	CD575611
Cit.21599.1.S1_at	0.0002105	3.58e-06	1.8993347	CX287896
Cit.16245.1.S1_at	0.0002105	3.58e-06	2.3049842	CV885321
Cit.11961.1.S1_at	0.0002107	3.59e-06	1.3636805	CN186646
Cit.15649.1.S1_at	0.0002132	3.65e-06	4.6464938	CX076036
Cit.5323.1.S1_at	0.0002132	3.65e-06	-1.3627906	CX050532
Cit.10780.1.S1_s_at	0.0002132	3.65e-06	1.2898607	CX664918
Cit.10539.1.S1_s_at	0.000215	3.69e-06	-1.1949883	CD575604
Cit.30664.1.S1_x_at	0.0002154	3.71e-06	2.2347227	CX307271
Cit.5191.1.S1_s_at	0.0002155	3.72e-06	1.265775	CX664667
Cit.13017.1.S1_s_at	0.0002164	3.75e-06	-2.1876695	CV714255
Cit.39515.1.S1_at	0.0002164	3.75e-06	1.6659403	DN795254
Cit.39871.1.S1_s_at	0.0002164	3.75e-06	1.8377943	DN624762
Cit.27984.1.S1_at	0.0002164	3.76e-06	-1.7054651	CX671347
Cit.27797.1.S1_s_at	0.0002169	3.78e-06	-3.8932518	CX675636
Cit.6675.1.S1_at	0.0002171	3.79e-06	1.897762	CV710583
Cit.14715.1.S1_s_at	0.0002171	3.79e-06	2.0043925	CV712012
Cit.17189.1.S1_at	0.0002189	3.84e-06	1.8333917	CK665242
Cit.5125.1.S1_s_at	0.0002189	3.84e-06	-1.4642869	CX665286
Cit.17360.1.S1_s_at	0.0002189	3.86e-06	2.1680282	CK935745
Cit.28233.1.S1_at	0.0002189	3.86e-06	1.2228311	DN618652
Cit.11172.1.S1_s_at	0.0002189	3.87e-06	1.5609709	CX671357
Cit.34208.1.S1_at	0.0002189	3.87e-06	-1.7632336	CX305342
Cit.10328.1.S1_s_at	0.0002191	3.88e-06	-1.7589839	CF838317
Cit.23790.1.S1_s_at	0.0002202	3.91e-06	2.5115712	CV706566
Cit.11405.1.S1_s_at	0.0002218	3.94e-06	-1.1983392	CX674802
Cit.30905.1.S1_at	0.0002218	3.96e-06	1.2509422	CK936922
Cit.21206.1.S1_x_at	0.0002218	3.96e-06	1.4694838	DN135158
Cit.18517.1.S1_s_at	0.0002218	3.97e-06	1.2794553	CX293755
Cit.14905.1.S1_s_at	0.0002218	3.97e-06	1.7529315	CN187456
Cit.1094.1.S1_s_at	0.0002222	3.99e-06	-1.2287629	CB293394
Cit.30081.1.S1_at	0.0002222	3.99e-06	-1.2246297	CX046246
Cit.3274.1.S1_s_at	0.000223	4.02e-06	1.1519923	CV714058
Cit.1870.1.S1_s_at	0.000223	4.03e-06	1.3303463	CB290775
Cit.4946.1.S1_s_at	0.000223	4.03e-06	-1.8063034	CN188704
Cit.13735.1.S1_s_at	0.000223	4.04e-06	1.2450581	CX543041
Cit.40055.1.S1_at	0.000223	4.04e-06	6.1644051	
Cit.30545.1.S1_at	0.0002246	4.09e-06	1.6417689	CF508441
Cit.12049.1.S1_at	0.0002246	4.09e-06	4.2759781	CV708968
Cit.5614.1.S1_at	0.0002246	4.09e-06	1.2284835	CX667463
Cit.10886.1.S1_at	0.0002246	4.10e-06	-1.614906	CX048331
Cit.18482.1.S1_at	0.0002269	4.17e-06	2.0012238	CX292437
Cit.26916.1.S1_at	0.0002269	4.17e-06	-1.9914627	CV715626
Cit.18527.1.S1_s_at	0.0002269	4.19e-06	1.4482562	CX293950
Cit.20144.1.S1_s_at	0.0002269	4.19e-06	-1.2116922	CF833180
Cit.2712.1.S1_s_at	0.0002269	4.19e-06	1.4486003	CN184617
Cit.29611.1.S1_at	0.0002269	4.19e-06	1.2307326	CK939682
Cit.39233.1.S1_s_at	0.0002269	4.20e-06	-1.7797753	DN959648
Cit.6094.1.S1_s_at	0.0002278	4.22e-06	1.9132959	CN182579
Cit.8931.1.S1_at	0.0002278	4.23e-06	-2.0364984	CX051553
Cit.1390.1.S1_s_at	0.000228	4.24e-06	1.2863807	CX045698
Cit.11821.1.S1_s_at	0.0002288	4.27e-06	1.6982664	CF832326
Cit.20598.1.S1_at	0.0002288	4.28e-06	-1.1905848	CK702581
Cit.7939.1.S1_at	0.0002288	4.29e-06	-1.4439357	CV706718
Cit.18065.1.S1_at	0.0002288	4.29e-06	1.4689002	CX073481
Cit.11045.1.S1_at	0.0002288	4.29e-06	1.1863451	CV713401
Cit.6408.1.S1_at	0.0002305	4.34e-06	-1.5597215	CX663425
Cit.29872.1.S1_s_at	0.0002305	4.34e-06	-1.2273892	CX666534
Cit.13043.1.S1_s_at	0.0002307	4.36e-06	1.3759504	CX638584
Cit.26012.1.S1_at	0.0002307	4.36e-06	2.1296604	CF833607
Cit.23965.1.S1_at	0.0002307	4.37e-06	1.4511478	CV709800
Cit.7351.1.S1_at	0.0002307	4.38e-06	-1.4679535	CV713223
Cit.19859.1.S1_at	0.0002307	4.39e-06	2.1960762	CK932634
Cit.15670.1.S1_at	0.0002307	4.39e-06	1.3801748	CN184216
Cit.13844.1.S1_s_at	0.0002316	4.41e-06	-1.5014211	CN187848
Cit.3006.1.S1_at	0.0002319	4.43e-06	-1.5897364	CX050243
Cit.13019.1.S1_at	0.0002331	4.46e-06	-2.7165934	CX295662
Cit.10058.1.S1_s_at	0.0002331	4.46e-06	2.1573078	DN622686
Cit.39836.1.S1_at	0.0002342	4.50e-06	-1.4855408	DR908668
Cit.16091.1.S1_at	0.0002342	4.51e-06	1.4687134	CX667205
Cit.12774.1.S1_s_at	0.0002342	4.51e-06	-1.284629	CX672647
Cit.6762.1.S1_at	0.0002342	4.52e-06	3.387908	CX048335
Cit.29898.1.S1_at	0.0002349	4.54e-06	-1.1960952	CK937073
Cit.17724.1.S1_s_at	0.0002368	4.58e-06	1.3922567	CK939135
Cit.15075.1.S1_at	0.0002382	4.62e-06	-1.2896471	CX664934
Cit.32566.1.S1_at	0.0002392	4.65e-06	-2.2860522	CX292287
Cit.17820.1.S1_s_at	0.0002403	4.68e-06	1.3462767	DN797931
Cit.8564.1.S1_at	0.0002407	4.69e-06	1.4682826	CX667120
Cit.7423.1.S1_at	0.000241	4.72e-06	1.3276804	CX546504
Cit.22589.1.S1_s_at	0.000241	4.72e-06	-1.2242733	CF835421
Cit.21731.1.S1_at	0.000241	4.73e-06	1.1557622	CX305446
Cit.8185.1.S1_s_at	0.000241	4.73e-06	2.8894975	BQ622937
Cit.20662.1.S1_at	0.0002429	4.77e-06	-1.3022848	DN797147
Cit.8697.1.S1_at	0.0002451	4.82e-06	-1.1888431	BQ625111
Cit.5620.1.S1_s_at	0.0002454	4.84e-06	1.4036277	CX669874
Cit.71.1.S1_s_at	0.0002479	4.90e-06	1.3352967	CX676086
Cit.34740.1.S1_at	0.000249	4.93e-06	-2.9320143	CX308592
Cit.28765.1.S1_s_at	0.0002491	4.95e-06	1.4158808	CD575300
Cit.1779.1.S1_at	0.0002491	4.95e-06	1.1716173	CN185436
Cit.15919.1.S1_at	0.0002491	4.96e-06	-5.2593531	CX545968
Cit.7727.1.S1_at	0.0002491	4.96e-06	1.1401694	DN623989
Cit.13844.1.S1_at	0.0002495	4.98e-06	-1.7147668	CN187848
Cit.14337.1.S1_at	0.0002501	5.00e-06	-2.0613593	CX297183
Cit.31250.1.S1_at	0.0002501	5.01e-06	-2.0075229	CF508329
Cit.36431.1.S1_at	0.000251	5.03e-06	1.2133914	CX071924
Cit.21973.1.S1_s_at	0.0002514	5.05e-06	-1.1820598	DN622266
Cit.31542.1.S1_at	0.0002531	5.09e-06	-2.2240641	CX296553
Cit.29173.1.S1_s_at	0.0002537	5.11e-06	-2.0698688	CX643055
Cit.1707.1.S1_s_at	0.0002542	5.13e-06	1.6450676	CK939973
Cit.6795.1.S1_at	0.0002554	5.16e-06	1.4621338	CN182565
Cit.3665.1.S1_at	0.0002562	5.19e-06	4.5684299	CF508354
Cit.18080.1.S1_at	0.0002562	5.20e-06	2.0299339	CK938252
Cit.1316.1.S1_at	0.0002562	5.21e-06	1.4026375	CV708609
Cit.18500.1.S1_at	0.0002562	5.21e-06	2.0227153	CX293287
Cit.19571.1.S1_s_at	0.0002562	5.23e-06	-2.2054436	CK935883
Cit.15705.1.S1_at	0.0002562	5.23e-06	1.5779799	CK936115
Cit.39791.1.S1_s_at	0.0002564	5.24e-06	-2.2980509	CK935794
Cit.31129.1.S1_at	0.0002571	5.27e-06	1.8956313	CK937509
Cit.20807.1.S1_s_at	0.0002571	5.28e-06	1.2948678	DN957759
Cit.20615.1.S1_s_at	0.0002571	5.28e-06	-1.5592341	DN796780
Cit.30383.1.S1_s_at	0.0002582	5.31e-06	1.0463403	CX297992
Cit.25486.1.S1_at	0.0002593	5.35e-06	1.3900882	CX667314
Cit.7940.1.S1_at	0.0002593	5.35e-06	1.5751368	CN191169
Cit.13814.1.S1_at	0.0002595	5.37e-06	1.0289012	CX050128
Cit.24237.1.S1_s_at	0.0002596	5.38e-06	-1.3545906	CD576500
Cit.2848.1.S1_s_at	0.0002602	5.41e-06	2.4983663	DN795261
Cit.13750.1.S1_x_at	0.0002602	5.42e-06	-2.283726	CF835126
Cit.19642.1.S1_s_at	0.0002602	5.42e-06	1.3735758	CK938709
Cit.34221.1.S1_at	0.0002602	5.43e-06	-1.150259	CX305408
Cit.14915.1.S1_at	0.0002602	5.44e-06	-1.8055937	DN618428
Cit.15492.1.S1_at	0.0002602	5.44e-06	1.1448869	DN960153
Cit.7524.1.S1_at	0.0002613	5.47e-06	-1.6872389	CV714335
Cit.1182.1.S1_s_at	0.0002618	5.49e-06	1.384053	CV704233
Cit.6480.1.S1_s_at	0.0002625	5.52e-06	1.5224974	CF835343
Cit.27127.1.S1_at	0.0002625	5.52e-06	1.1436716	CV718254
Cit.32197.1.S1_at	0.0002628	5.55e-06	1.2738175	CX289168
Cit.10509.1.S1_s_at	0.0002628	5.55e-06	-1.2969599	CK935516
Cit.7196.1.S1_at	0.0002628	5.55e-06	-2.8481522	CX302689
Cit.11356.1.S1_s_at	0.0002629	5.57e-06	1.2344392	CF837067
Cit.2967.1.S1_s_at	0.0002629	5.57e-06	-1.3567377	CB292138
Cit.6328.1.S1_at	0.0002635	5.60e-06	1.2822484	CX675174
Cit.1270.1.S1_s_at	0.0002642	5.62e-06	-1.1951644	DN617716
Cit.30926.1.S1_at	0.0002666	5.68e-06	-1.5964649	CV708628
Cit.3540.1.S1_at	0.0002666	5.69e-06	1.3981517	CV719382
Cit.4610.1.S1_s_at	0.000267	5.70e-06	1.3901092	DT214588
Cit.31025.1.S1_at	0.0002674	5.72e-06	-1.2910143	CF503837
Cit.4076.1.S1_at	0.0002676	5.74e-06	-1.8454323	CK935950
Cit.11791.1.S1_s_at	0.0002678	5.75e-06	1.6243151	CX640266
Cit.39084.1.S1_s_at	0.0002686	5.77e-06	-2.3974895	DN958441
Cit.8156.1.S1_at	0.0002686	5.78e-06	4.0225461	CF832714
Cit.13313.1.S1_s_at	0.0002688	5.80e-06	1.203331	CV706284
Cit.1869.1.S1_at	0.0002688	5.81e-06	-2.4482375	CX676544
Cit.14200.1.S1_at	0.0002697	5.83e-06	1.2934293	CF831825
Cit.28150.1.S1_s_at	0.0002698	5.84e-06	1.6392071	DN617311
Cit.13091.1.S1_at	0.0002702	5.88e-06	1.1158215	CF832998
Cit.29429.1.S1_s_at	0.0002702	5.88e-06	1.4617972	CN186468
Cit.29442.1.S1_s_at	0.0002702	5.88e-06	1.69891	CF418057
Cit.18537.1.S1_at	0.0002728	5.95e-06	1.2195284	CX294219
Cit.5759.1.S1_at	0.0002728	5.95e-06	1.3177208	CX668116
Cit.6888.1.S1_at	0.000273	5.97e-06	1.274742	CX671340
Cit.13312.1.S1_at	0.000273	5.98e-06	1.228976	CX543871
Cit.36225.1.S1_s_at	0.000273	6.00e-06	-2.8986553	CN191069
Cit.14546.1.S1_at	0.000273	6.00e-06	-1.0629754	CX075754
Cit.15289.1.S1_at	0.000273	6.01e-06	1.125443	CX543929
Cit.13132.1.S1_s_at	0.000273	6.02e-06	1.168193	DN623345
Cit.4573.1.S1_at	0.000273	6.03e-06	2.1991698	CF838195
Cit.15702.1.S1_at	0.000273	6.03e-06	1.3548574	CX074158
Cit.9590.1.S1_s_at	0.0002735	6.05e-06	-1.5705541	CX643181
Cit.38135.1.S1_at	0.0002736	6.06e-06	1.4044924	CF505832
Cit.11530.1.S1_at	0.0002744	6.09e-06	1.3015023	CF834992
Cit.1579.1.S1_at	0.0002748	6.11e-06	-1.412993	CF417649
Cit.2936.1.S1_at	0.0002767	6.16e-06	1.5867205	CF833103
Cit.753.1.S1_x_at	0.0002767	6.17e-06	-1.6649625	CF835337
Cit.829.1.S1_at	0.0002767	6.18e-06	-2.4482842	CX071860
Cit.8198.1.S1_x_at	0.0002767	6.19e-06	-2.917014	CF835616
Cit.30943.1.S1_s_at	0.0002773	6.21e-06	-1.2257923	CX043343
Cit.25231.1.S1_at	0.0002811	6.32e-06	1.5373447	DN623217
Cit.32980.1.S1_at	0.0002811	6.33e-06	-2.1544898	CX295973
Cit.5855.1.S1_s_at	0.0002811	6.33e-06	1.0614981	CX642450
Cit.10183.1.S1_at	0.0002811	6.34e-06	-1.3014557	CN189659
Cit.31296.1.S1_at	0.0002811	6.34e-06	2.2953519	
Cit.31264.1.S1_at	0.0002813	6.36e-06	1.4424718	
Cit.4198.1.S1_at	0.0002813	6.36e-06	1.2895531	CX052151
Cit.21827.1.S1_x_at	0.0002813	6.37e-06	1.2862286	CB304611
Cit.15993.1.S1_at	0.0002813	6.38e-06	1.4353583	CX306294
Cit.5425.1.S1_at	0.0002819	6.40e-06	1.4464296	CV715605
Cit.18604.1.S1_at	0.000282	6.42e-06	1.3884586	CX297695
Cit.21486.1.S1_x_at	0.0002828	6.45e-06	-2.7078655	CK940052
Cit.22377.1.S1_s_at	0.000284	6.48e-06	1.7469716	CF831824
Cit.25273.1.S1_at	0.0002844	6.50e-06	-3.6355149	DN623941
Cit.13463.1.S1_at	0.0002845	6.51e-06	-2.4128105	CF838561
Cit.12431.1.S1_at	0.0002852	6.54e-06	1.5611246	CB292709
Cit.11773.1.S1_s_at	0.0002876	6.60e-06	3.1899998	CK934823
Cit.12593.1.S1_at	0.0002881	6.62e-06	3.3277339	CN188036
Cit.31848.1.S1_s_at	0.0002888	6.65e-06	1.0505022	AU300774
Cit.1096.1.S1_s_at	0.0002889	6.66e-06	-1.0318039	DN618278
Cit.4549.1.S1_s_at	0.0002894	6.68e-06	-2.2486979	CX643501
Cit.1145.1.S1_s_at	0.0002905	6.74e-06	-1.3456232	CV705011
Cit.2730.1.S1_at	0.0002905	6.74e-06	-1.1602265	CF837191
Cit.3171.1.S1_x_at	0.0002905	6.75e-06	-2.0511003	CX299118
Cit.17455.1.S1_s_at	0.0002905	6.75e-06	-1.2677082	CX545154
Cit.35373.1.S1_s_at	0.0002905	6.76e-06	-1.6796896	CK938119
Cit.4439.1.S1_s_at	0.0002905	6.76e-06	-2.119392	CX669862
Cit.29629.1.S1_s_at	0.0002907	6.78e-06	1.3258851	CN185621
Cit.18105.1.S1_s_at	0.0002907	6.79e-06	1.7762476	CK940099
Cit.29880.1.S1_at	0.0002909	6.80e-06	-1.5737803	CX546648
Cit.17416.1.S1_at	0.0002919	6.84e-06	-1.4346637	CK936161
Cit.16873.1.S1_s_at	0.0002919	6.85e-06	1.5380365	CK933525
Cit.22023.1.S1_x_at	0.0002919	6.86e-06	1.5221649	DN623370
Cit.30453.1.S1_at	0.0002919	6.86e-06	-1.4652425	CF417644
Cit.26697.1.S1_s_at	0.0002934	6.92e-06	1.7205469	CX045895
Cit.23577.1.S1_s_at	0.0002934	6.92e-06	-1.1558582	DN621135
